Sequence, Start Point, Lat , Long , End Point, Lat, Long, Distance(mtr)
240,513(42ba6),51.563272,-0.103875,321(d4299),51.564087,-0.104245,94.1637142094894
241,321(d4299),51.564087,-0.104245,379(dbd67),51.564764,-0.10553,116.43178542016604
242,379(dbd67),51.564764,-0.10553,122(1fc21),51.565977,-0.107658,199.5692084308565
243,122(1fc21),51.565977,-0.107658,498(9e912),51.568683,-0.108195,303.1740624904872
244,302(f1507),51.557771,-0.08245,318(cfcbe),51.565102,-0.06943,1214.3167967170002
245,318(cfcbe),51.565102,-0.06943,171(3d168),51.572656,-0.071621,853.5077922190975
246,171(3d168),51.572656,-0.071621,293(803cc),51.575269,-0.073055,306.9880593750378
247,293(803cc),51.575269,-0.073055,403(595f8),51.573918,-0.076705,293.5862116831853
248,403(595f8),51.573918,-0.076705,15(cec4c),51.570824,-0.081064,457.2905939178777
249,15(cec4c),51.570824,-0.081064,423(c15c0),51.572571,-0.09063,689.069442055988
250,423(c15c0),51.572571,-0.09063,299(2ccf2),51.577558,-0.084836,683.9770978291562
251,299(2ccf2),51.577558,-0.084836,134(cdfcf),51.58196,-0.083525,497.7922529854991
252,134(cdfcf),51.58196,-0.083525,584(e701b),51.58724,-0.077528,718.5946620899855
253,584(e701b),51.58724,-0.077528,329(c5f90),51.58423,-0.072733,470.92805920548824
254,584(e701b),51.58724,-0.077528,488(2d349),51.589026,-0.086115,625.6040916046242
255,488(2d349),51.589026,-0.086115,571(ffe9e),51.59382,-0.09446,785.1734475910528
256,571(ffe9e),51.59382,-0.09446,149(18474),51.593061,-0.105349,756.9152238688129
257,149(18474),51.593061,-0.105349,473(09e90),51.594524,-0.109663,339.51358693411896
258,571(ffe9e),51.59382,-0.09446,89(d8c20),51.601323,-0.099085,893.3660896822321
259,423(c15c0),51.572571,-0.09063,356(421bf),51.579491,-0.099794,996.5555053788848
260,89(d8c20),51.601323,-0.099085,392(e1b9b),51.60794,-0.089089,1008.9272874426225
261,329(c5f90),51.58423,-0.072733,546(8bdfb),51.590878,-0.059834,1157.8494696094535
262,473(09e90),51.594524,-0.109663,510(b82a2),51.602281,-0.121759,1200.8344371891792
263,510(b82a2),51.602281,-0.121759,361(6b397),51.603411,-0.128861,506.3318841225993
264,392(e1b9b),51.60794,-0.089089,287(dded9),51.610971,-0.070922,1298.990115071349
265,287(dded9),51.610971,-0.070922,561(4d2c0),51.613718,-0.069,333.03766958606104
