Sequence, Start Point, Lat , Long , End Point, Lat, Long, Distance(mtr)
265,248(2972a),51.433396,-0.104639,164(d70ae),51.44613,-0.124835,1991.0896116468275
266,164(d70ae),51.44613,-0.124835,371(7cb4d),51.446032,-0.135589,745.3569398881872
267,371(7cb4d),51.446032,-0.135589,524(0c7b9),51.453122,-0.142036,906.1584306167199
268,524(0c7b9),51.453122,-0.142036,430(f068b),51.454757,-0.142531,185.01078737985242
269,430(f068b),51.454757,-0.142531,51(98adb),51.462029,-0.137787,872.8579118547401
270,51(98adb),51.462029,-0.137787,177(31fc0),51.462029,-0.137787,0.0
271,177(31fc0),51.462029,-0.137787,4(0e16a),51.46327,-0.134987,238.052040801969
272,4(0e16a),51.46327,-0.134987,239(5042a),51.464088,-0.136062,117.55522555667702
273,239(5042a),51.464088,-0.136062,67(c2856),51.475576,-0.138028,1284.6453856815456
274,67(c2856),51.475576,-0.138028,464(9410e),51.481028,-0.143293,707.4374605900306
275,464(9410e),51.481028,-0.143293,113(dc716),51.47597,-0.152167,833.063672752665
276,113(dc716),51.47597,-0.152167,76(c232d),51.473158,-0.168955,1204.0309756740642
277,76(c232d),51.473158,-0.168955,180(22e22),51.468986,-0.167855,470.12031404522514
278,180(22e22),51.468986,-0.167855,555(395c9),51.462958,-0.169349,678.2256536845
279,555(395c9),51.462958,-0.169349,170(22e48),51.46891,-0.173905,733.231090655085
280,170(22e48),51.46891,-0.173905,563(15c85),51.475383,-0.185383,1072.4193039672448
281,563(15c85),51.475383,-0.185383,10(f5d8a),51.456633,-0.195253,2194.150215213705
282,10(f5d8a),51.456633,-0.195253,110(7a813),51.44431,-0.21682,2027.5917287079762
283,110(7a813),51.44431,-0.21682,66(ceae0),51.44936,-0.215976,564.5723719654459
284,66(ceae0),51.44936,-0.215976,369(1a8db),51.459749,-0.198469,1675.1085461005534
285,369(1a8db),51.459749,-0.198469,225(4dd65),51.47611,-0.198156,1819.3893846729968
286,225(4dd65),51.47611,-0.198156,420(ccae0),51.482585,-0.177824,1581.4313255259913
287,420(ccae0),51.482585,-0.177824,357(4b986),51.490506,-0.185834,1040.8494388540873
288,357(4b986),51.490506,-0.185834,337(aa7ba),51.489064,-0.191437,419.76062072920547
289,337(aa7ba),51.489064,-0.191437,148(e924d),51.487984,-0.194289,231.11630375661045
290,148(e924d),51.487984,-0.194289,27(7ac7b),51.485038,-0.203292,704.2065417265728
291,27(7ac7b),51.485038,-0.203292,442(3f894),51.490054,-0.204348,562.5258328972642
292,442(3f894),51.490054,-0.204348,154(5f5b4),51.489693,-0.220797,1139.5676825486037
293,154(5f5b4),51.489693,-0.220797,20(31a00),51.480916,-0.23688,1480.7664921293187
294,20(31a00),51.480916,-0.23688,390(95ba0),51.503176,-0.219826,2742.379199054995
295,390(95ba0),51.503176,-0.219826,388(e269e),51.504937,-0.233993,999.919685271749
296,388(e269e),51.504937,-0.233993,216(1a5df),51.507942,-0.23052,411.61531292631173
297,216(1a5df),51.507942,-0.23052,378(2cc86),51.514824,-0.241494,1078.1188025092424
298,378(2cc86),51.514824,-0.241494,469(4fa0b),51.51742,-0.234721,550.4289801208427
299,469(4fa0b),51.51742,-0.234721,433(5f5cc),51.51525,-0.206081,1996.399068398132
300,433(5f5cc),51.51525,-0.206081,93(3f884),51.517255,-0.20077,429.83742094290324
301,93(3f884),51.517255,-0.20077,468(67e12),51.515267,-0.181478,1353.103723326378
302,468(67e12),51.515267,-0.181478,205(116db),51.513647,-0.18196,183.19761933999456
303,205(116db),51.513647,-0.18196,206(3f4fb),51.505474,-0.192517,1166.0605797330966
304,206(3f4fb),51.505474,-0.192517,441(7d2d7),51.50062,-0.193474,543.789605161095
