Sequence, Start Point, Lat , Long , End Point, Lat, Long, Distance(mtr)
221,103(49fc4),51.490825,-0.111492,545(7fc2d),51.490825,-0.111492,0.0
223,545(7fc2d),51.490825,-0.111492,533(2cc42),51.489205,-0.114195,259.7532399780288
224,533(2cc42),51.489205,-0.114195,419(810b6),51.488618,-0.122473,576.8511152463378
225,419(810b6),51.488618,-0.122473,407(29946),51.485535,-0.124227,363.69054893767014
227,407(29946),51.485535,-0.124227,532(73b8a),51.487966,-0.110415,993.8196236259514
228,532(73b8a),51.487966,-0.110415,373(12ddb),51.487289,-0.110774,79.27665360767745
229,373(12ddb),51.487289,-0.110774,519(10c55),51.483491,-0.103398,662.723038851765
230,519(10c55),51.483491,-0.103398,34(573ab),51.47953,-0.110317,650.8120763291422
232,34(573ab),51.47953,-0.110317,97(7fe42),51.48753,-0.097339,1264.4840292256351
233,97(7fe42),51.48753,-0.097339,159(5db1a),51.488202,-0.097211,75.24673178036318
234,159(5db1a),51.488202,-0.097211,579(af3c2),51.493347,-0.093957,614.8586319707669
235,579(af3c2),51.493347,-0.093957,135(8a2d7),51.496888,-0.094356,394.70891949662047
236,135(8a2d7),51.496888,-0.094356,301(4ab5a),51.497784,-0.094708,102.5671457834401
237,301(4ab5a),51.497784,-0.094708,456(846ba),51.497367,-0.098947,297.0820480621511
238,456(846ba),51.497367,-0.098947,246(8b9eb),51.506374,-0.100949,1011.073897220313
239,246(8b9eb),51.506374,-0.100949,353(57060),51.505386,-0.089938,769.9661329921278
240,353(57060),51.505386,-0.089938,33(10f92),51.505414,-0.088338,110.7833868351234
242,33(10f92),51.505414,-0.088338,317(7a2b1),51.504168,-0.089168,149.98647870107217
243,317(7a2b1),51.504168,-0.089168,38(46b61),51.502367,-0.090684,226.08703473469777
246,38(46b61),51.502367,-0.090684,422(19308),51.497037,-0.090273,593.3514018153601
248,422(19308),51.497037,-0.090273,413(c7f7f),51.491926,-0.088441,582.2968932307531
249,413(c7f7f),51.491926,-0.088441,517(458d6),51.494268,-0.083157,449.0427725661867
250,517(458d6),51.494268,-0.083157,402(8df36),51.491347,-0.072245,822.3165204852992
251,402(8df36),51.491347,-0.072245,157(05905),51.492274,-0.065234,496.21600024814177
254,157(05905),51.492274,-0.065234,298(a5dd1),51.488404,-0.071058,589.7201331924601
255,298(a5dd1),51.488404,-0.071058,138(6e8c2),51.488158,-0.068634,170.04805868270682
257,138(6e8c2),51.488158,-0.068634,410(f02c2),51.485008,-0.072296,432.4090012521351
258,410(f02c2),51.485008,-0.072296,573(60d52),51.481773,-0.080152,652.1694232716247
259,573(60d52),51.481773,-0.080152,107(480e3),51.475251,-0.073932,843.4948739776029
260,107(480e3),51.475251,-0.073932,509(30d1a),51.472736,-0.068681,458.77352486011426
261,509(30d1a),51.472736,-0.068681,397(b560c),51.47072,-0.069112,226.14796341846323
262,397(b560c),51.47072,-0.069112,265(70700),51.456574,-0.069622,1573.3601653906157
263,265(70700),51.456574,-0.069622,78(a14f0),51.454714,-0.064836,390.82189787968355
264,78(a14f0),51.454714,-0.064836,477(f4a14),51.452926,-0.062738,246.29439419000087
265,477(f4a14),51.452926,-0.062738,252(bc97f),51.439813,-0.055552,1540.7985911327232
266,252(bc97f),51.439813,-0.055552,391(957cf),51.427032,-0.035466,1989.601991548003
267,391(957cf),51.427032,-0.035466,436(15ff6),51.416061,-0.055438,1845.5385069296137
268,436(15ff6),51.416061,-0.055438,440(d58f6),51.400629,-0.03598,2183.1024086167977
269,440(d58f6),51.400629,-0.03598,374(f6f39),51.394167,-0.042682,855.8557989862898
270,374(f6f39),51.394167,-0.042682,486(73c88),51.367486,-0.025574,3195.5558649403392
271,486(73c88),51.367486,-0.025574,294(63cb4),51.314603,0.033572,7173.34901157935
272,294(63cb4),51.314603,0.033572,359(c0da2),51.312091,-0.099569,9257.991400050021
273,359(c0da2),51.312091,-0.099569,213(fdf68),51.323819,-0.10296,1325.2163886549781
274,213(fdf68),51.323819,-0.10296,258(faea3),51.336951,-0.117062,1758.4591985082284
275,258(faea3),51.336951,-0.117062,355(da0ba),51.355152,-0.099741,2354.4098819764454
276,355(da0ba),51.355152,-0.099741,195(5b318),51.354449,-0.09645,241.5291572637183
277,195(5b318),51.354449,-0.09645,218(ead04),51.359704,-0.144756,3404.756045860741
278,218(ead04),51.359704,-0.144756,499(b559f),51.359052,-0.142168,193.76875886479735
280,499(b559f),51.359052,-0.142168,229(c7b1e),51.371195,-0.10254,3064.658875186312
281,229(c7b1e),51.371195,-0.10254,375(8f6cc),51.372592,-0.101088,185.1729033077809
282,375(8f6cc),51.372592,-0.101088,575(8d330),51.374063,-0.101933,173.7661190668078
283,575(8d330),51.374063,-0.101933,557(95d5b),51.378124,-0.102799,455.545521262708
284,557(95d5b),51.378124,-0.102799,529(78be7),51.381843,-0.110334,666.6974943275677
286,529(78be7),51.381843,-0.110334,393(bb562),51.378988,-0.097878,920.9187241919346
